task,method,variant,sample_idx,score,word_rep,char_rep,collapsed
gov_report,adakv,baseline_nosink,24,15.510204081632653,0.033112582781456956,0.4093886462882096,0
gov_report,adakv,baseline_nosink,25,19.36619718309859,0.0880503144654088,0.6032315978456014,0
gov_report,adakv,baseline_nosink,26,14.803625377643506,0.03773584905660377,0.3870967741935484,0
gov_report,adakv,baseline_nosink,27,12.027972027972028,0.6111111111111112,0.9459193706981318,1
gov_report,adakv,baseline_nosink,28,14.96062992125984,0.040268456375838924,0.3866279069767442,0
gov_report,adakv,baseline_nosink,29,9.041591320072333,0.8758169934640523,0.9206008583690987,1
gov_report,adakv,plus_sink4,0,16.74418604651163,0.01282051282051282,0.3651226158038147,0
gov_report,adakv,plus_sink4,1,12.307692307692308,0.0,0.24232456140350878,0
gov_report,adakv,plus_sink4,2,13.8763197586727,0.014388489208633094,0.3365591397849462,0
gov_report,adakv,plus_sink4,3,11.538461538461538,0.006622516556291391,0.3647166361974406,0
gov_report,adakv,plus_sink4,4,13.801756587202007,0.006802721088435374,0.28768382352941174,0
gov_report,adakv,plus_sink4,5,12.2568093385214,0.0,0.37453183520599254,0
gov_report,adakv,plus_sink4,6,13.08980213089802,0.007352941176470588,0.41579448144624165,0
gov_report,adakv,plus_sink4,7,14.666666666666666,0.0,0.28433945756780404,0
gov_report,adakv,plus_sink4,8,13.42925659472422,0.0,0.3723958333333333,0
gov_report,adakv,plus_sink4,9,10.344827586206897,0.014925373134328358,0.3945233265720081,0
gov_report,adakv,plus_sink4,10,16.859504132231407,0.05737704918032787,0.4717832957110609,0
gov_report,adakv,plus_sink4,11,20.338983050847457,0.015625,0.28698553948832034,0
gov_report,adakv,plus_sink4,12,11.614730878186968,0.015625,0.2366504854368932,0
gov_report,adakv,plus_sink4,13,12.718600953895074,0.0,0.32893401015228424,0
gov_report,adakv,plus_sink4,14,13.644524236983841,0.0,0.3082627118644068,0
gov_report,adakv,plus_sink4,15,21.951219512195124,0.013986013986013986,0.33074684772065954,0
gov_report,adakv,plus_sink4,16,10.43256997455471,0.013333333333333334,0.2583862194016319,0
gov_report,adakv,plus_sink4,17,15.978695073235686,0.0,0.24458483754512636,0
gov_report,adakv,plus_sink4,18,18.631178707224336,0.050505050505050504,0.4563380281690141,0
gov_report,adakv,plus_sink4,19,21.484375,0.0,0.28713858424725824,0
gov_report,adakv,plus_sink4,20,16.025641025641026,0.006896551724137931,0.27864077669902915,0
gov_report,adakv,plus_sink4,21,10.663198959687907,0.0,0.31283422459893045,0
gov_report,adakv,plus_sink4,22,12.424242424242424,0.007246376811594203,0.3383838383838384,0
gov_report,adakv,plus_sink4,23,13.574660633484163,0.0,0.3203125,0
gov_report,adakv,plus_sink4,24,14.130434782608697,0.0,0.2736842105263158,0
gov_report,adakv,plus_sink4,25,18.505338078291818,0.0,0.30740037950664134,0
gov_report,adakv,plus_sink4,26,14.545454545454545,0.07006369426751592,0.48895292987512007,0
gov_report,adakv,plus_sink4,27,16.292134831460675,0.0,0.25854700854700857,0
gov_report,adakv,plus_sink4,28,10.039630118890356,0.0,0.2639442231075697,0
gov_report,adakv,plus_sink4,29,14.855072463768119,0.0,0.2858555885262117,0
