task,budget,method,sample_idx,score,rep_ratio,collapsed,onset_word_idx,dispersion_cv
gov_report,0.8,pyramidkv,14,13.026819923371647,0.0,0,,0.4156508357816501
gov_report,0.8,pyramidkv,15,24.929178470254957,0.5748502994011976,1,17,0.38812370750164304
gov_report,0.8,pyramidkv,16,13.144329896907218,0.0410958904109589,0,9,0.40201106378943136
gov_report,0.8,pyramidkv,17,17.333333333333336,0.0064516129032258064,0,59,0.41240627640592425
gov_report,0.8,pyramidkv,18,19.813084112149532,0.02608695652173913,0,53,0.4063343345210991
gov_report,0.8,pyramidkv,19,20.948616600790515,0.11188811188811189,0,22,0.39847794834172034
gov_report,0.8,pyramidkv,20,10.223642172523963,0.8547486033519553,1,4,0.4077682949940433
gov_report,0.8,pyramidkv,21,10.796221322537113,0.024390243902439025,0,13,0.40776449196849046
gov_report,0.8,pyramidkv,22,7.738095238095238,0.47368421052631576,1,72,0.40264969959077507
gov_report,0.8,pyramidkv,23,17.824773413897283,0.20121951219512196,0,7,0.4105260758274708
gov_report,0.8,pyramidkv,24,15.510204081632653,0.033112582781456956,0,28,0.3920213816600472
gov_report,0.8,pyramidkv,25,19.36619718309859,0.0880503144654088,0,43,0.41228745676219813
gov_report,0.8,pyramidkv,26,14.803625377643506,0.03773584905660377,0,52,0.4042534319868615
gov_report,0.8,pyramidkv,27,12.027972027972028,0.6111111111111112,1,9,0.40099886343662167
gov_report,0.8,pyramidkv,28,14.96062992125984,0.040268456375838924,0,21,0.4048073973869494
gov_report,0.8,pyramidkv,29,9.041591320072333,0.8758169934640523,1,12,0.41383977865770694
gov_report,0.8,pyramidkv,30,9.113924050632912,0.022598870056497175,0,52,0.406764893145039
gov_report,0.8,pyramidkv,31,8.579088471849866,0.32,1,6,0.4107456352667868
gov_report,0.8,pyramidkv,32,11.092436974789916,0.37719298245614036,1,66,0.3972496359627156
gov_report,0.8,pyramidkv,33,16.897856242118536,0.1728395061728395,0,39,0.4063971835566944
gov_report,0.8,pyramidkv,34,13.411078717201166,0.07792207792207792,0,22,0.4101194917950608
gov_report,0.8,pyramidkv,35,14.006514657980457,0.031007751937984496,0,30,0.40518869184211076
gov_report,0.8,pyramidkv,36,25.85751978891821,0.7650273224043715,1,0,0.42278513154751957
gov_report,0.8,pyramidkv,37,17.91767554479419,0.020202020202020204,0,50,0.41121797234816465
gov_report,0.8,pyramidkv,38,21.08345534407028,0.06832298136645963,0,25,0.40472669326417765
gov_report,0.8,pyramidkv,39,16.28787878787879,0.07692307692307693,0,38,0.40411320454468264
gov_report,0.8,pyramidkv,40,12.519561815336463,0.6021505376344086,1,5,0.3943402780128976
gov_report,0.8,pyramidkv,41,22.894168466522675,0.15789473684210525,0,6,0.40986457571842966
gov_report,0.8,pyramidkv,42,13.774834437086096,0.07228915662650602,0,41,0.40734515187701936
gov_report,0.8,pyramidkv,43,20.13422818791946,0.35526315789473684,1,25,0.3845792742181382
gov_report,0.8,pyramidkv,44,15.254237288135592,0.07096774193548387,0,15,0.4117351805524279
gov_report,0.8,pyramidkv,45,16.13394216133942,0.25949367088607594,0,32,0.3942111119175587
