Method,qmsum,Avg,Mem_Reduction_%,TTFT_ms,Throughput_tps,qmsum_collapse_%,qmsum_collapse_n,Avg_Collapse_%,Avg_Collapse_n
3signal_NVP,9.3,9.3,80.0,1183.5,31.0,0.0,0/2,0.0,0/2
4signal_NVPS,5.6,5.6,80.0,1015.3,31.9,50.0,1/2,50.0,1/2
wo_N,8.6,8.6,80.0,973.3,30.5,0.0,0/2,0.0,0/2
wo_V,7.5,7.5,80.0,1003.9,30.7,0.0,0/2,0.0,0/2
wo_P,7.7,7.7,80.0,976.8,31.1,0.0,0/2,0.0,0/2
N_only,9.8,9.8,80.0,959.3,30.0,0.0,0/2,0.0,0/2
