task,budget,method,sample_idx,score,word_rep,char_rep,collapsed_old,collapsed_new,onset,dispersion_cv,max_gap,recent500_coverage
qmsum,0.8,snapkv,23,9.30232558139535,0.0,0.2054794520547945,0,0,,0.6789641616269898,14.0,375
qmsum,0.8,snapkv,24,13.333333333333334,0.058823529411764705,0.40096618357487923,0,0,0,0.7412075996994667,14.0,426
qmsum,0.8,snapkv,25,5.405405405405405,0.810126582278481,0.9957983193277311,1,1,3,0.6931084724010033,13.0,405
qmsum,0.8,snapkv,26,7.936507936507936,0.6994535519125683,0.8324607329842932,1,1,17,0.680067679723063,16.0,402
qmsum,0.8,snapkv,27,8.383233532934131,0.7142857142857143,0.9438596491228071,1,1,12,0.7705003776368412,15.0,401
qmsum,0.8,snapkv,28,5.5813953488372094,0.4175824175824176,0.6422454804947669,1,1,19,0.7525759091337407,14.0,419
qmsum,0.8,snapkv,29,6.101694915254237,0.9595959595959596,0.9837288135593221,1,1,6,0.6280543893281777,8.0,403
qmsum,0.8,snapkv,30,7.2727272727272725,0.574585635359116,0.8169014084507042,1,1,13,0.7323945871743298,14.0,412
qmsum,0.8,snapkv,31,15.09433962264151,0.4642857142857143,0.9642857142857143,1,1,0,0.7519750468791384,15.0,390
qmsum,0.8,snapkv,32,10.344827586206899,0.6559139784946236,0.9060987415295256,1,1,6,0.7091462163125194,18.0,434
qmsum,0.8,snapkv,33,12.698412698412698,0.5026455026455027,0.838599487617421,1,1,20,0.7739778941817502,14.0,393
qmsum,0.8,snapkv,34,0.0,0.8985507246376812,1.0,1,1,0,0.7432664118603399,16.0,392
qmsum,0.8,snapkv,35,5.128205128205129,0.6994535519125683,0.8324607329842932,1,1,17,0.680067679723063,16.0,402
qmsum,0.8,snapkv,36,8.333333333333334,0.6994535519125683,0.8324607329842932,1,1,17,0.680067679723063,16.0,402
qmsum,0.8,snapkv,37,9.836065573770494,0.4642857142857143,0.9642857142857143,1,1,0,0.7519750468791384,15.0,390
qmsum,0.8,snapkv,38,10.071942446043165,0.0,0.3663716814159292,0,0,,0.7212830847580384,14.0,411
